month,amount_to_norm_ratio,is_breeding,is_selection,district_historical_score,climate_risk,region_encoded,Район хозяйства_encoded,Направление водства_encoded,target
1,145.9902673155123,1,1,0.8623853211009175,0.4,11,176,7,0
1,149.99000066662222,1,1,1.0,0.8,17,73,7,1
1,143.89072185562887,1,0,0.8396946564885496,0.4,2,62,7,1
1,299.98000133324445,1,1,0.9444444444444444,0.55,15,178,7,1
1,1.999986666755555,1,0,0.8623853211009175,0.4,11,176,7,1
1,60.99959333604443,1,0,0.8623853211009175,0.4,11,176,7,1
1,145.9902673155123,1,1,0.8623853211009175,0.4,11,176,7,1
1,132.99113392440503,1,1,0.8611111111111112,0.35,4,143,7,1
1,89.99400039997333,1,1,0.9555555555555556,0.55,15,30,7,1
1,89.99400039997333,1,1,0.9707112970711297,0.55,15,24,7,1
1,19.99986666755555,1,0,0.9444444444444444,0.55,15,178,7,1
1,267.98213452436505,1,1,0.9444444444444444,0.55,15,178,7,1
1,164.98900073328446,1,1,0.9707112970711297,0.55,15,24,7,1
1,397.9734684354376,1,1,0.8507157464212679,0.4,11,28,7,1
1,163.98906739550696,1,1,0.8507157464212679,0.4,11,28,7,1
1,43665.71428571428,0,0,0.9156626506024096,0.45,16,42,7,0
1,102.9931337910806,1,1,0.6458333333333334,0.25,0,182,7,0
1,11.99992000053333,1,0,0.8611111111111112,0.35,4,143,7,1
1,2432.8358208955224,1,0,0.890295358649789,0.65,1,1,7,1
1,90460.95238095238,0,0,0.9156626506024096,0.45,16,42,7,0
1,66.99553363109126,1,1,0.9444444444444444,0.55,15,178,7,1
1,53.996400239984,1,1,0.9444444444444444,0.55,15,178,7,1
1,118.99206719552029,1,1,0.9627329192546584,0.55,15,0,7,1
1,869.6517412935324,1,0,0.857653791130186,0.5,6,68,7,1
1,179.98800079994666,1,1,0.9444444444444444,0.55,15,178,7,1
1,59.99600026664889,1,1,0.9444444444444444,0.55,15,178,7,1
1,99.99333377774815,1,1,0.855072463768116,0.4,11,179,7,1
1,146.99020065328978,1,1,0.8670886075949367,0.5,6,3,7,1
1,119.99200053329778,1,1,0.855072463768116,0.4,11,179,7,1
1,228.98473435104327,1,1,0.9761336515513126,0.55,15,184,7,1
1,374.97500166655556,1,1,0.9369369369369369,0.55,15,53,7,1
1,179.98800079994666,1,1,0.9444444444444444,0.55,15,178,7,1
1,149.99000066662222,1,1,0.9627329192546584,0.55,15,0,7,1
1,49.996666888874074,1,1,1.0,0.55,15,186,7,1
1,52.99646690220652,1,1,0.9707112970711297,0.55,15,24,7,1
1,77.99480034664356,1,1,0.9444444444444444,0.55,15,178,7,1
1,44.997000199986665,1,1,0.9707112970711297,0.55,15,24,7,1
1,516.9655356309579,1,1,0.9444444444444444,0.55,15,178,7,1
1,126.99153389774015,1,1,0.9444444444444444,0.55,15,178,7,1
1,52.99646690220652,1,1,0.8235294117647058,0.35,4,156,7,1
1,49523.80952380953,0,0,0.8258928571428571,0.75,5,26,7,1
1,59.99600026664889,1,1,0.9444444444444444,0.55,15,178,7,1
1,74.99500033331111,1,1,0.9444444444444444,0.55,15,178,7,1
1,248.9834011065929,1,1,0.9444444444444444,0.55,15,178,7,1
1,0.9999933333777775,1,0,0.9444444444444444,0.55,15,178,7,1
1,14000.0,1,0,0.9444444444444444,0.55,15,178,7,1
1,170488.36956521738,0,0,0.8396946564885496,0.4,2,62,7,1
1,191630.54347826086,0,0,0.8396946564885496,0.4,2,62,7,1
1,64591.63043478261,0,0,0.8396946564885496,0.4,2,62,7,1
1,520.5882352941177,0,0,0.9536340852130326,0.3,8,94,4,1
1,118.99206719552029,1,1,0.8394004282655246,0.5,6,137,7,1
1,29.998000133324446,1,1,0.9381443298969072,0.6,7,36,7,1
1,955135.7608695652,0,0,0.9175257731958762,0.4,11,160,7,1
1,52131.147540983606,1,0,0.7878787878787878,0.4,2,75,4,1
1,269981.4130434783,0,0,0.9175257731958762,0.4,11,160,7,1
1,179.98800079994666,1,1,0.9449152542372882,0.6,7,171,7,1
1,29.998000133324446,1,0,0.9444444444444444,0.55,15,178,3,1
1,49.996666888874074,1,1,0.9707112970711297,0.55,15,24,7,1
1,499.96666888874074,1,0,0.9444444444444444,0.55,15,178,3,1
1,128.99140057329512,1,1,0.9444444444444444,0.55,15,178,7,1
1,114.99233384441037,1,1,0.9444444444444444,0.55,15,178,7,1
1,40.99726684887674,1,1,0.9516129032258065,0.55,15,88,7,1
1,232.98446770215318,1,1,0.9627329192546584,0.55,15,0,7,1
1,223.98506766215584,1,1,0.9627329192546584,0.55,15,0,7,1
1,299.98000133324445,1,1,0.8394004282655246,0.5,6,137,7,1
1,29.998000133324446,1,1,0.9444444444444444,0.55,15,178,7,1
1,9623.880597014926,1,0,0.9627329192546584,0.6,7,0,7,1
1,598.9600693287114,1,1,0.8670886075949367,0.5,6,3,7,1
1,133.99106726218253,1,1,0.9444444444444444,0.55,15,178,7,1
1,289.98066795546964,1,1,0.9369369369369369,0.55,15,53,7,1
1,148.99006732884473,1,1,0.8623853211009175,0.4,11,176,7,1
1,1.999986666755555,1,0,0.8623853211009175,0.4,11,176,7,1
1,152.98980067995467,1,1,0.9444444444444444,0.55,15,178,7,1
1,2794.0298507462685,1,0,0.8394004282655246,0.5,6,137,7,0
1,19.99866675554963,1,0,0.8538461538461538,0.65,1,25,3,1
1,186.98753416438905,1,1,0.8229885057471265,0.5,6,31,7,0
1,97.9934671021932,1,1,0.9516129032258065,0.55,15,88,7,1
1,1477.450980392157,0,0,0.9536340852130326,0.3,8,94,4,1
1,387.9741350576628,1,1,0.8670886075949367,0.5,6,3,7,1
1,403.9730684621025,1,1,0.9381443298969072,0.6,7,36,7,1
1,26437.14285714286,0,0,0.9655172413793104,0.6,7,114,7,1
1,1092.5373134328358,1,0,0.8394004282655246,0.5,6,137,7,0
1,48.9996733355111,1,0,0.8507157464212679,0.4,11,28,7,1
1,1985.2941176470588,0,0,0.9536340852130326,0.3,8,94,4,1
1,249.98333444437037,1,1,0.9707112970711297,0.55,15,24,7,1
1,224527.61904761905,0,0,0.875,0.3,8,93,7,1
1,399.9733351109926,1,0,0.9444444444444444,0.55,15,178,3,1
1,68.99540030664622,1,1,0.855072463768116,0.4,11,179,7,1
1,29.998000133324446,1,1,0.9444444444444444,0.55,15,178,7,1
1,319.97866808879405,1,1,0.8507157464212679,0.4,11,28,7,1
1,105.99293380441304,1,1,0.8410596026490066,0.5,6,147,7,1
1,81.37254901960785,0,0,0.9536340852130326,0.3,8,94,4,1
1,57049.18032786885,1,0,0.7619047619047619,0.5,6,158,4,0
1,2777.283950617284,0,0,0.8235294117647058,0.35,4,156,4,1
1,203784.6913580247,0,0,0.896640826873385,0.4,2,39,4,1
1,207142.85714285713,0,0,0.8519940476190476,0.6,14,111,7,1
1,208.98606759549364,1,1,0.7360594795539034,0.5,6,78,7,1
1,124.99166722218519,1,1,0.7947826086956522,0.5,6,49,7,1
1,154.98966735550962,1,1,0.9344262295081968,0.65,1,64,7,1
1,137911.30434782608,0,0,0.9536340852130326,0.3,8,94,7,1
1,191036.73913043478,0,0,0.9536340852130326,0.3,8,94,7,1
1,69.99533364442371,1,1,0.9344262295081968,0.65,1,64,7,1
1,9.999333377774814,1,0,0.6143790849673203,0.9,9,67,3,0
1,555.9629358042797,1,1,0.8670886075949367,0.5,6,3,7,1
1,64.9956669555363,1,1,0.9444444444444444,0.55,15,178,7,1
1,4043.781094527363,1,0,0.625,0.3,8,110,7,0
1,219.98533431104593,1,1,0.8611111111111112,0.35,4,143,7,1
1,95.99360042663822,1,1,0.8611111111111112,0.35,4,143,7,1
1,163.98906739550696,1,1,0.8623853211009175,0.4,11,176,7,1
1,5608.955223880597,1,0,0.625,0.3,8,110,7,0
1,11335.323383084577,1,0,0.9444444444444444,0.55,15,178,7,0
1,11492.537313432837,1,0,0.9444444444444444,0.55,15,178,7,1
1,89.99400039997333,1,1,0.9444444444444444,0.55,15,178,7,1
1,187.9874675021665,1,1,0.8611111111111112,0.65,1,108,7,1
1,44627.16049382716,0,0,0.896640826873385,0.4,2,39,4,1
1,39.99733351109926,1,1,0.8229885057471265,0.5,6,31,7,1
1,1173.5294117647059,0,0,0.9536340852130326,0.3,8,94,4,1
1,88.99406706219585,1,1,0.8670886075949367,0.5,6,3,7,1
1,73.99506699553363,1,1,0.9056603773584906,0.85,3,59,7,1
1,2.9999800001333323,1,0,0.7951807228915663,0.6,7,112,7,0
1,75.99493367108859,1,1,0.8670886075949367,0.5,6,3,7,1
1,220.98526764882342,1,1,0.9369369369369369,0.55,15,53,7,1
1,114.70588235294117,0,0,0.9536340852130326,0.3,8,94,4,1
1,907820.2469135802,0,0,0.896640826873385,0.4,2,39,4,1
1,89.99400039997333,1,1,0.9333333333333333,0.6,7,80,7,1
1,143.99040063995733,1,1,0.9344262295081968,0.65,1,64,7,1
1,59.99600026664889,1,1,0.8670886075949367,0.5,6,3,7,0
1,443.9704019732018,1,1,0.8670886075949367,0.5,6,3,7,1
1,66.99553363109126,1,1,0.9344262295081968,0.65,1,64,7,1
1,278.9814012399173,1,1,0.7947826086956522,0.5,6,49,7,1
1,59938.09523809524,0,0,0.8258928571428571,0.75,5,26,7,1
1,374.97500166655556,1,1,0.8787878787878788,0.35,4,60,7,1
1,99.99333377774815,1,1,0.8611111111111112,0.35,4,143,7,1
1,65.99560029331379,1,1,0.857653791130186,0.5,6,68,7,1
1,204.9863342443837,1,1,0.8229885057471265,0.5,6,31,7,1
1,32443.548387096773,0,0,0.9536340852130326,0.3,8,94,7,1
1,101.99320045330312,1,1,0.9516129032258065,0.55,15,88,7,1
1,81.99453369775348,1,1,0.8507157464212679,0.4,11,28,7,0
1,102.9931337910806,1,1,0.6458333333333334,0.25,0,182,7,1
1,31935.483870967742,0,0,0.9536340852130326,0.3,8,94,7,1
1,88.99406706219585,1,1,0.9444444444444444,0.55,15,178,7,1
1,67.99546696886874,1,1,0.9444444444444444,0.55,15,178,7,1
1,51.996533564429036,1,1,0.8154657293497364,0.9,9,47,7,1
1,29.998000133324446,1,1,0.9444444444444444,0.55,15,178,7,1
1,29.998000133324446,1,1,0.8611111111111112,0.35,4,143,7,1
1,34853.73134328358,1,0,0.8394004282655246,0.5,6,137,7,1
1,113.99240050663289,1,1,0.868,0.5,6,183,7,1
1,34451.6129032258,0,0,0.9536340852130326,0.3,8,94,7,1
1,10199.019607843138,0,0,0.8396946564885496,0.4,2,62,4,1
1,32279.032258064515,0,0,0.9536340852130326,0.3,8,94,7,1
1,93.99373375108325,1,1,0.9707112970711297,0.55,15,24,7,1
1,9.999333377774814,1,0,0.8415492957746479,0.65,1,13,3,1
1,5.999970000149999,1,0,0.6491596638655462,0.4,2,45,7,1
1,57049.18032786885,1,0,0.7619047619047619,0.5,6,158,4,1
1,24.999833334444435,1,0,0.6491596638655462,0.4,2,45,7,1
1,37260.246913580246,0,0,0.896640826873385,0.4,2,39,4,1
1,340.9772681821212,1,1,0.8229885057471265,0.5,6,31,7,1
1,73.99506699553363,1,1,0.9444444444444444,0.55,15,178,7,1
1,819.9453369775348,1,1,0.8229885057471265,0.5,6,31,7,1
1,37254.901960784315,0,0,0.8396946564885496,0.4,2,62,4,1
1,269.98200119992,1,1,0.7947826086956522,0.5,6,49,7,1
1,290.9806012932471,1,1,0.8229885057471265,0.5,6,31,7,1
1,59.99600026664889,1,1,0.8628318584070797,0.8,17,46,7,1
1,59.99600026664889,1,1,0.8670886075949367,0.5,6,3,7,1
1,195333.33333333334,0,0,0.8519940476190476,0.6,14,111,7,0
1,235078.5185185185,0,0,0.8235294117647058,0.35,4,156,4,1
1,823.9794005149871,1,1,0.9,0.35,4,161,6,1
1,493.96706886207585,1,1,0.896640826873385,0.4,2,39,7,1
1,104.99300046663556,1,1,0.9333333333333333,0.6,7,80,7,1
1,156.9895340310646,1,1,0.8507157464212679,0.4,11,28,7,1
1,29.998000133324446,1,1,0.9381443298969072,0.6,7,36,7,1
1,140.99060062662488,1,1,0.9627329192546584,0.55,15,0,7,1
1,58.99606692887141,1,1,0.9444444444444444,0.55,15,178,7,1
1,89.99400039997333,1,0,0.9627329192546584,0.55,15,0,3,1
1,2.9999800001333323,1,0,0.7951807228915663,0.6,7,112,7,1
1,104.99300046663556,1,1,0.9090909090909091,0.35,4,187,7,1
1,433.97106859542697,1,1,0.7037037037037037,0.25,0,40,7,1
1,169.98866742217186,1,1,0.9627329192546584,0.55,15,0,7,1
1,4354.228855721393,1,0,0.8394004282655246,0.5,6,137,7,0
1,131.99120058662757,1,1,0.9627329192546584,0.55,15,0,7,1
1,43665.71428571428,0,0,0.9156626506024096,0.45,16,42,7,1
1,90460.95238095238,0,0,0.9156626506024096,0.45,16,42,7,1
1,13292.537313432837,1,0,0.9444444444444444,0.55,15,178,7,0
1,69.99533364442371,1,1,0.8670886075949367,0.5,6,3,7,1
1,107.992800479968,1,1,0.9444444444444444,0.55,15,178,7,1
1,99.99333377774815,1,1,0.8670886075949367,0.5,6,3,7,1
1,27.99981333457777,1,0,0.8670886075949367,0.5,6,3,7,1
1,21.998533431104594,1,1,0.8235294117647058,0.35,4,156,7,1
1,127.99146723551763,1,1,0.8670886075949367,0.5,6,3,7,1
1,27.99813345776948,1,1,0.8628318584070797,0.8,17,46,7,1
1,83.99440037330845,1,1,0.8670886075949367,0.5,6,3,7,1
1,141.99053396440237,1,1,0.8670886075949367,0.5,6,3,7,1
1,49.996666888874074,1,1,0.9444444444444444,0.55,15,178,7,1
1,538.9640690620625,1,1,0.8611111111111112,0.35,4,143,7,1
1,6875.0,0,0,0.8222222222222222,0.85,3,104,0,0
1,183.9877341510566,1,0,0.9627329192546584,0.55,15,0,3,1
1,99852.94117647059,0,0,0.9536340852130326,0.3,8,94,4,1
1,113.99240050663289,1,1,0.926,0.45,16,118,7,1
1,292.9804679688021,1,1,0.8633540372670807,0.4,11,189,7,1
1,34120.58823529412,0,0,0.9536340852130326,0.3,8,94,4,1
1,128.99140057329512,1,1,0.926,0.45,16,118,7,1
1,66.99553363109126,1,1,0.926,0.45,16,118,7,1
1,33529.52380952381,0,0,0.8375,0.35,4,170,7,1
1,86.99420038664088,1,1,0.9381443298969072,0.6,7,36,7,1
1,6220.952380952381,0,0,0.6839762611275965,0.75,5,58,7,0
1,7477.142857142857,0,0,0.6839762611275965,0.75,5,58,7,0
1,253.9830677954803,1,1,0.8394004282655246,0.5,6,137,7,1
1,112.99246716885541,1,1,0.9381443298969072,0.6,7,36,7,1
1,118571.42857142857,0,0,0.8519940476190476,0.6,14,111,7,0
1,309735.0,0,0,0.9536340852130326,0.3,8,94,7,1
1,22.99984666768888,1,0,1.0,0.55,15,186,7,1
1,1306.862745098039,0,0,0.9536340852130326,0.3,8,94,4,1
1,44.997000199986665,1,1,0.9707112970711297,0.55,15,24,7,1
1,20142.85714285714,0,0,0.8411214953271028,0.2,12,101,7,1
1,11335.323383084577,1,0,0.9444444444444444,0.55,15,178,7,1
1,13292.537313432837,1,0,0.9444444444444444,0.55,15,178,7,1
1,18215.686274509804,0,0,0.9536340852130326,0.3,8,94,4,1
1,1999.9500012499689,1,1,0.8928571428571429,0.4,11,116,6,1
1,35153.333333333336,0,0,0.9536340852130326,0.3,8,94,7,1
1,181603.95061728396,0,0,0.896640826873385,0.4,2,39,4,1
1,73400.49382716049,0,0,0.896640826873385,0.4,2,39,4,1
1,71.99520031997866,1,1,0.9444444444444444,0.55,15,178,7,1
1,172.9884674355043,1,1,0.8623853211009175,0.4,11,176,7,1
1,85344.1975308642,0,0,0.896640826873385,0.4,2,39,4,1
1,51583.20987654321,0,0,0.896640826873385,0.4,2,39,4,1
1,99.99333377774815,1,1,0.6143790849673203,0.9,9,67,7,1
1,89.99400039997333,1,1,0.9344262295081968,0.65,1,64,7,1
1,224098.03278688525,0,0,0.9761336515513126,0.55,15,184,4,1
1,2351.9607843137255,0,0,0.9536340852130326,0.3,8,94,4,1
1,17710.819672131147,0,0,0.9761336515513126,0.55,15,184,4,1
1,155.98960069328712,1,1,0.7947826086956522,0.5,6,49,7,1
1,78658.03278688525,0,0,0.9761336515513126,0.55,15,184,4,1
1,39.99733351109926,1,1,0.8229885057471265,0.5,6,31,7,1
1,119.99200053329778,1,1,0.7947826086956522,0.5,6,49,7,1
1,546900.6521739131,0,0,0.8411214953271028,0.2,12,101,7,0
1,9902.95081967213,0,0,0.9761336515513126,0.55,15,184,4,1
1,45.99693353776415,1,1,0.926,0.45,16,118,7,1
1,239.98400106659557,1,1,0.9555555555555556,0.55,15,30,7,0
1,2936.065573770492,0,0,0.9761336515513126,0.55,15,184,4,1
1,18756.39344262295,0,0,0.9761336515513126,0.55,15,184,4,1
1,74.99500033331111,1,1,0.926,0.45,16,118,7,1
1,3328.3582089552237,1,0,0.8394004282655246,0.5,6,137,7,0
1,23006.55737704918,0,0,0.9761336515513126,0.55,15,184,4,1
1,978.688524590164,0,0,0.9761336515513126,0.55,15,184,4,1
1,6.99953336444237,1,1,0.9444444444444444,0.55,15,178,7,1
1,471.96853543097126,1,1,0.7947826086956522,0.5,6,49,7,1
1,135.99093393773748,1,1,0.9444444444444444,0.55,15,178,7,1
1,24907.868852459018,0,0,0.9761336515513126,0.55,15,184,4,1
1,7670.588235294118,0,0,0.9536340852130326,0.3,8,94,4,1
1,69.99533364442371,1,1,0.9444444444444444,0.55,15,178,7,1
1,536.9642023865076,1,1,0.8410596026490066,0.5,6,147,7,1
1,4075.621890547264,1,0,0.8650519031141869,0.5,6,51,7,1
1,118.99206719552029,1,1,0.857653791130186,0.5,6,68,7,1
1,58192.13114754098,0,0,0.9761336515513126,0.55,15,184,4,1
1,35194.42622950819,0,0,0.9761336515513126,0.55,15,184,4,1
1,164101.90476190476,0,0,0.6458333333333334,0.25,0,182,7,0
1,6875.0,0,0,0.8222222222222222,0.85,3,104,0,1
1,299.98000133324445,1,1,0.9369369369369369,0.55,15,53,7,1
1,40.999726668488876,1,0,0.9444444444444444,0.55,15,178,7,1
1,36523.80952380953,0,0,0.9381443298969072,0.6,7,36,7,1
1,269.98200119992,1,1,0.8534798534798534,0.5,6,144,7,1
1,119.99200053329778,1,1,0.926,0.45,16,118,7,1
1,107.992800479968,1,1,0.8229885057471265,0.5,6,31,7,1
1,123.99173388440771,1,1,0.926,0.45,16,118,7,1
1,89.99400039997333,1,1,0.6143790849673203,0.9,9,67,7,1
1,84.99433371108593,1,1,0.926,0.45,16,118,7,1
1,2.9999800001333323,1,0,1.0,0.55,15,186,7,1
1,226.9848676754883,1,1,0.625,0.9,9,16,7,1
1,59.99600026664889,1,1,0.9444444444444444,0.55,15,178,7,1
1,98.99340043997067,1,1,0.926,0.45,16,118,7,1
1,89.99400039997333,1,1,0.9444444444444444,0.55,15,178,7,1
1,49.996666888874074,1,1,0.926,0.45,16,118,7,1
1,99.99333377774815,1,1,0.9444444444444444,0.55,15,178,7,1
1,580.9612692487168,1,1,0.9516129032258065,0.55,15,88,7,1
1,430.9712685820945,1,1,0.9516129032258065,0.55,15,88,7,1
1,74.99500033331111,1,1,0.926,0.45,16,118,7,1
1,28.998066795546965,1,1,0.9516129032258065,0.55,15,88,7,1
1,39.99733351109926,1,1,0.926,0.45,16,118,7,1
1,10348.25870646766,1,0,0.9369369369369369,0.55,15,53,7,1
1,54.99963333577776,1,0,0.9444444444444444,0.55,15,178,7,1
1,51028.06451612903,0,0,0.7756410256410257,0.2,12,5,7,1
1,19.99866675554963,1,1,0.9444444444444444,0.55,15,178,7,1
1,27133.333333333332,0,0,0.8396946564885496,0.4,2,62,4,1
1,74.99500033331111,1,1,0.8670886075949367,0.5,6,3,7,1
1,1.999986666755555,1,0,0.9369369369369369,0.55,15,53,7,1
1,80.994600359976,1,1,0.926,0.45,16,118,7,1
1,28.998066795546965,1,1,0.9090909090909091,0.35,4,187,7,1
1,106.99286714219052,1,1,0.9444444444444444,0.55,15,178,7,1
1,81.99453369775348,1,1,0.8235294117647058,0.35,4,156,7,1
1,125.99160055996266,1,1,0.9369369369369369,0.55,15,53,7,1
1,89.99400039997333,1,1,0.855072463768116,0.4,11,179,7,1
1,73276.19047619047,0,0,0.9261511728931364,0.7,13,127,7,1
1,249.99833334444438,1,0,0.8394004282655246,0.5,6,137,7,1
1,194.9870008666089,1,1,0.7360594795539034,0.5,6,78,7,1
1,6774.12935323383,1,0,0.8628318584070797,0.8,17,46,7,0
1,65092.25806451613,0,0,0.9156626506024096,0.45,16,42,7,1
1,20.998600093327113,1,1,0.926,0.45,16,118,7,1
1,278893.5483870968,0,0,0.9156626506024096,0.45,16,42,7,1
1,1.999986666755555,1,0,0.8507157464212679,0.4,11,28,7,1
1,80.994600359976,1,1,0.9627329192546584,0.55,15,0,7,1
1,203.98640090660624,1,1,0.855072463768116,0.4,11,179,7,1
1,11.999200053329778,1,0,0.8507157464212679,0.4,11,28,3,1
1,17620.32786885246,0,0,0.9761336515513126,0.55,15,184,4,1
1,19657.377049180326,0,0,0.9761336515513126,0.55,15,184,4,1
1,16174.129353233831,1,0,0.8146067415730337,0.4,11,99,7,1
1,49011.42857142857,0,0,0.6839762611275965,0.75,5,58,7,0
1,7969.180327868852,0,0,0.9761336515513126,0.55,15,184,4,1
1,1869.8360655737704,0,0,0.9761336515513126,0.55,15,184,4,1
1,106.47870425914817,1,0,0.8769230769230769,0.35,4,177,7,1
1,269.98200119992,1,1,0.8837209302325582,0.75,5,107,7,1
1,4922.950819672131,0,0,0.9761336515513126,0.55,15,184,4,1
1,4874.285714285715,0,0,0.6839762611275965,0.75,5,58,7,0
1,9826.22950819672,0,0,0.9761336515513126,0.55,15,184,4,1
1,135.99093393773748,1,1,0.926,0.45,16,118,7,1
1,80244.11764705883,0,0,0.9536340852130326,0.3,8,94,4,1
